binding_site_name,enzyme_name,binding_site_ranking,mainclass,subclass,subsubclass,designation,atoms,dataset,dates,centers,uniq_fold,uniq_sub,uniq_subsub,uniq_designation
1,TopM_Q09927,1,2,3,1,271,642,2021,30/08/2013,"(16.855, -30.301, 40.372)",3229,51,54,2091
1,TopM_B5BP46,1,2,5,1,18,508,2021,04/09/2013,"(60.246, 19.628, 14.316)",1322,54,159,2814
1,TopM_Q58980,1,2,2,1,11,592,2021,12/09/2013,"(110.497, 129.188, 137.951)",3852,12,206,1376
1,TopM_Q07250,1,2,7,11,17,643,2021,24/09/2013,"(-24.078, -1.489, 31.246)",1418,23,75,1759
1,TopM_O67642,1,2,2,1,1,369,2021,26/09/2013,"(-6.501, 78.645, 14.301)",2285,12,206,3030
1,TopM_P9WMZ4,1,2,4,1,345,491,2021,21/10/2013,"(5.163, 5.024, 16.255)",3059,46,193,1586
1,TopM_A0QWG6,1,2,4,1,345,478,2021,24/10/2013,"(-6.02, -2.093, 12.823)",3059,46,193,1586
1,TopM_Q7TY88,1,2,4,1,345,480,2021,24/10/2013,"(-3.972, 0.05, 12.969)",3059,46,193,1586
1,TopM_O33465,1,2,1,1,13,528,2021,29/10/2013,"(-64.143, 22.075, 20.138)",1123,50,269,919
1,TopM_P41719,1,2,7,11,1,588,2021,06/11/2013,"(29.989, 27.228, 7.637)",2431,23,75,1063
1,TopM_P49982,1,2,7,4,3,410,2021,03/12/2013,"(45.826, 7.839, 25.391)",2577,23,213,946
1,TopM_O58215,1,2,7,8,39,613,2021,22/12/2013,"(-12.272, 60.639, 26.735)",1226,23,100,2905
1,TopM_P30102,1,2,5,1,18,486,2021,31/12/2013,"(4.666, 0.694, 76.395)",2208,54,159,2814
1,TopM_O72908,1,2,1,1,56,298,2021,02/01/2014,"(15.084, 20.902, 40.18)",3211,50,269,1269
1,TopM_Q08512,1,2,1,1,56,495,2021,02/01/2014,"(21.874, 22.747, 91.352)",3211,50,269,1269
1,TopM_P0C0M8,1,2,7,4,8,323,2021,08/01/2014,"(79.141, 5.382, 46.304)",1706,23,213,146
1,TopM_E8MF12,1,2,7,1,162,591,2021,09/01/2014,"(3.884, 45.41, -2.284)",567,23,148,933
1,TopM_P91252,1,2,5,1,18,431,2021,15/01/2014,"(-31.986, 98.286, 227.927)",2528,54,159,2814
1,TopM_O16116,1,2,5,1,18,435,2021,15/01/2014,"(-29.401, 87.875, 215.405)",2528,54,159,2814
1,TopM_Q54QV7,1,2,5,1,18,502,2021,15/01/2014,"(34.443, 17.979, 87.106)",3771,54,159,2814
1,TopM_Q09607,1,2,5,1,18,493,2021,15/01/2014,"(-45.507, 86.772, 207.52)",2528,54,159,2814
1,TopM_Q43998,1,2,4,1,10,571,2021,17/01/2014,"(-18.223, -19.4, -32.26)",4686,46,193,2786
1,TopM_O68609,1,2,4,1,10,545,2021,17/01/2014,"(-11.742, -12.758, -44.085)",799,46,193,2786
1,TopM_P0C0C9,1,2,1,3,3,449,2021,17/01/2014,"(-2.816, 4.072, -21.408)",1702,50,1,2063
1,TopM_F8DT26,1,2,4,1,10,557,2021,17/01/2014,"(-75.266, -39.589, -59.796)",799,46,193,2786
1,TopM_A8C927,1,2,1,1,180,481,2021,04/02/2014,"(194.633, 68.226, -27.373)",405,50,269,2575
1,TopM_Q03021,1,2,7,11,1,546,2021,14/02/2014,"(25.751, 39.836, 28.523)",3128,23,75,1063
1,TopM_D4GYY1,1,2,7,11,1,629,2021,14/02/2014,"(18.793, -7.878, 8.983)",1054,23,75,1063
1,TopM_Q8FDI4,1,2,8,2,22,698,2021,17/02/2014,"(204.902, 67.064, 27.069)",4482,78,242,2975
1,TopM_Q8EIX3,1,2,7,11,1,638,2021,12/03/2014,"(59.457, 28.02, 52.43)",4469,23,75,1063
1,TopM_O43056,1,2,7,1,39,500,2021,13/03/2014,"(73.096, 3.42, 110.981)",1927,23,148,1570
1,TopM_O74311,1,2,3,1,256,584,2021,15/03/2014,"(-13.977, -7.028, 13.804)",1316,51,54,2842
1,TopM_Q97B38,1,2,7,4,3,484,2021,28/03/2014,"(36.112, 79.769, 13.342)",5068,23,213,946
1,TopM_Q9HKM7,1,2,7,4,3,452,2021,01/04/2014,"(18.197, 50.461, 17.704)",5068,23,213,946
1,TopM_Q9HU15,1,2,3,1,180,622,2021,01/04/2014,"(19.832, 43.399, 14.108)",5081,51,54,514
1,TopM_B4RLE8,1,2,7,2,11,507,2021,04/04/2014,"(-21.562, 14.089, -3.34)",4071,23,219,1566
1,TopM_Q2S9T4,1,2,7,2,11,498,2021,04/04/2014,"(-14.293, 29.194, 20.473)",1634,23,219,1566
1,TopM_Q67LC1,1,2,7,2,11,475,2021,04/04/2014,"(-10.827, 24.576, 26.013)",4071,23,219,1566
1,TopM_A0R5M8,1,2,1,1,44,528,2021,09/05/2014,"(51.506, -10.925, -10.57)",3060,50,269,1733
1,TopM_P9WN47,1,2,1,1,44,532,2021,09/05/2014,"(38.302, -8.454, 14.932)",3060,50,269,1733
1,TopM_P9WN46,1,2,1,1,44,533,2021,09/05/2014,"(54.615, -12.633, -3.131)",3060,50,269,1733
1,TopM_Q55467,1,2,1,1,11,643,2021,14/05/2014,"(20.629, 0.777, 5.606)",3784,50,269,2668
1,TopM_Q47WB7,1,2,1,1,192,629,2021,15/05/2014,"(-18.816, 9.687, 6.943)",325,50,269,1866
1,TopM_A1AW44,1,2,1,1,192,647,2021,15/05/2014,"(-18.841, 3.498, 46.027)",325,50,269,1866
1,TopM_A5CX33,1,2,1,1,192,633,2021,15/05/2014,"(-2.196, 16.069, 39.347)",325,50,269,1866
1,TopM_P0C2T1,1,2,3,1,122,668,2021,16/05/2014,"(81.077, 24.798, 17.702)",246,51,54,8
1,TopM_A1KQD8,1,2,3,1,122,656,2021,16/05/2014,"(81.826, 26.539, 17.073)",246,51,54,8
1,TopM_O27124,1,2,7,7,6,270,2021,02/06/2014,"(97.143, 66.357, 104.033)",1038,23,226,2135
1,TopM_P41557,1,2,7,7,6,139,2021,02/06/2014,"(74.699, 31.739, 72.993)",1038,23,226,2135
1,TopM_Q5JE31,1,2,7,7,6,427,2021,02/06/2014,"(203.589, 220.431, 210.629)",1744,23,226,2135
1,TopM_Q60181,1,2,7,7,6,245,2021,02/06/2014,"(63.969, 12.805, 97.553)",1038,23,226,2135
1,TopM_P31813,1,2,7,7,6,262,2021,02/06/2014,"(259.282, 271.147, 237.609)",1743,23,226,2135
1,TopM_P69818,1,2,7,1,202,317,2021,03/06/2014,"(15.266, -10.035, 13.307)",2782,23,148,477
1,TopM_P69816,1,2,7,1,202,329,2021,03/06/2014,"(17.476, 4.392, 22.059)",2782,23,148,477
1,TopM_P69817,1,2,7,1,202,331,2021,03/06/2014,"(15.668, -16.102, 4.0)",2782,23,148,477
1,TopM_A1YCA5,1,2,7,8,7,383,2021,04/06/2014,"(77.179, 25.072, 17.036)",264,23,100,763
1,TopM_O33336,1,2,7,8,7,416,2021,04/06/2014,"(72.741, 55.521, 34.217)",264,23,100,763
1,TopM_A4FZS6,1,2,7,7,6,315,2021,05/06/2014,"(64.495, 67.063, 86.974)",300,23,226,2135
1,TopM_Q12W27,1,2,7,7,6,272,2021,05/06/2014,"(30.584, 0.122, -80.033)",1041,23,226,2135
1,TopM_Q96YA7,1,2,7,7,6,596,2021,05/06/2014,"(55.684, 60.132, 84.392)",322,23,226,2135
1,TopM_A4YHV0,1,2,7,7,6,501,2021,05/06/2014,"(66.356, 54.545, 84.059)",322,23,226,2135
1,TopM_Q57832,1,2,7,7,6,292,2021,05/06/2014,"(66.299, 62.503, 84.485)",300,23,226,2135
1,TopM_Q980K0,1,2,7,7,6,353,2021,05/06/2014,"(63.107, 68.056, 90.84)",322,23,226,2135
1,TopM_Q74MN9,1,2,7,7,6,493,2021,05/06/2014,"(13.099, -10.659, 120.299)",1041,23,226,2135
1,TopM_O27372,1,2,7,7,6,189,2021,05/06/2014,"(4.984, 86.243, 101.595)",1041,23,226,2135
1,TopM_Q6L204,1,2,7,7,6,396,2021,05/06/2014,"(65.305, 45.659, 1.378)",4123,23,226,2135
1,TopM_Q8ZW46,1,2,7,7,6,577,2021,05/06/2014,"(53.788, -66.365, -39.64)",4753,23,226,2135
1,TopM_Q8Y3U2,1,2,3,1,286,574,2021,30/06/2014,"(4.121, 16.332, -6.185)",4721,51,54,1246
1,TopM_Q71W25,1,2,3,1,286,565,2021,30/06/2014,"(-20.954, -14.672, 39.829)",4721,51,54,1246
1,TopM_Q927A7,1,2,3,1,286,535,2021,30/06/2014,"(17.85, 8.913, 57.125)",4721,51,54,1246
1,TopM_Q9RS38,1,2,7,4,8,593,2021,01/07/2014,"(56.16, 34.791, -8.425)",5288,23,213,146
1,TopM_Q9AGY8,1,2,7,1,168,562,2021,09/07/2014,"(0.023, 2.173, 37.722)",4936,23,148,1406
1,TopM_B0CN31,1,2,1,1,304,547,2021,16/07/2014,"(-22.84, 18.445, -53.793)",451,50,269,1994
1,TopM_Q9F0Q6,1,2,7,8,7,383,2021,01/08/2014,"(22.069, -15.087, -11.984)",264,23,100,763
1,TopM_Q568K5,1,2,3,1,257,628,2021,06/08/2014,"(11.854, 4.61, 9.194)",4676,51,54,203
1,TopM_Q8VE10,1,2,3,1,257,614,2021,06/08/2014,"(10.127, 13.63, 13.923)",4676,51,54,203
1,TopM_Q86UY6,1,2,3,1,257,623,2021,06/08/2014,"(13.665, 14.445, 13.461)",4676,51,54,203
1,TopM_P0A1F7,1,2,4,2,3,500,2021,13/08/2014,"(17.778, -1.433, 107.985)",1616,46,272,1343
1,TopM_P12758,1,2,4,2,3,487,2021,13/08/2014,"(40.701, -20.314, 103.981)",1616,46,272,1343
1,TopM_A6H795,1,2,3,2,23,315,2021,14/08/2014,"(-13.384, -4.858, 14.771)",3790,51,203,811
1,TopM_Q9XWF6,1,2,3,2,23,373,2021,14/08/2014,"(-1.678, 0.288, 23.689)",3790,51,203,811
1,TopM_Q8L7T3,1,2,3,2,23,447,2021,22/08/2014,"(16.097, 22.153, 11.666)",4552,51,203,811
1,TopM_P62257,1,2,3,2,23,441,2021,22/08/2014,"(24.249, 68.194, -26.294)",2756,51,203,811
1,TopM_A0PJN4,1,2,3,2,23,430,2021,22/08/2014,"(-60.659, 41.815, 25.339)",247,51,203,811
1,TopM_Q32LN1,1,2,3,2,23,450,2021,22/08/2014,"(45.594, 96.974, 17.268)",2756,51,203,811
1,TopM_A1L167,1,2,3,2,23,445,2021,22/08/2014,"(-26.215, 16.393, -29.935)",247,51,203,811
1,TopM_P62256,1,2,3,2,23,446,2021,22/08/2014,"(44.201, 92.259, 28.634)",2756,51,203,811
1,TopM_P79303,1,2,7,7,9,470,2021,28/08/2014,"(10.603, -79.876, 19.572)",3685,23,226,1722
1,TopM_Q07130,1,2,7,7,9,560,2021,28/08/2014,"(40.45, -60.655, 24.98)",3685,23,226,1722
1,TopM_O35156,1,2,7,7,9,668,2021,28/08/2014,"(29.445, -64.889, 22.919)",3685,23,226,1722
1,TopM_P28735,1,2,6,1,9,346,2021,01/09/2014,"(-18.489, 31.889, -0.577)",2170,37,80,2419
1,TopM_O76483,1,2,5,1,18,448,2021,09/09/2014,"(-4.191, 15.031, 58.347)",4559,54,159,2814
1,TopM_Q12706,1,2,7,11,1,552,2021,09/09/2014,"(-32.532, 13.744, -25.352)",3307,23,75,1063
1,TopM_O15992,1,2,7,3,3,476,2021,25/09/2014,"(-3.03, 42.475, 115.532)",998,23,55,2417
1,TopM_Q2KIN8,1,2,3,1,48,493,2021,29/09/2014,"(162.67, 160.706, 226.98)",2764,51,54,1782
1,TopM_P29054,1,2,3,1,48,656,2021,29/09/2014,"(188.799, 164.672, 157.309)",2764,51,54,1782
1,TopM_P62916,1,2,3,1,48,614,2021,29/09/2014,"(128.091, 179.926, 161.041)",2764,51,54,1782
1,TopM_P37171,1,2,4,2,8,548,2021,03/10/2014,"(-5.026, 13.345, 125.329)",2351,46,272,2351
1,TopM_O25094,1,2,3,1,202,635,2021,04/10/2014,"(-5.962, 9.442, -31.497)",1018,51,54,1301
1,TopM_Q91V26,1,2,7,1,91,619,2021,05/10/2014,"(-22.368, 16.206, -12.974)",4445,23,148,1288
1,TopM_Q8CI15,1,2,7,1,91,594,2021,05/10/2014,"(-33.613, 52.925, -16.454)",4445,23,148,1288
1,TopM_Q9NYA1,1,2,7,1,91,598,2021,05/10/2014,"(-22.377, -8.037, 23.342)",4445,23,148,1288
1,TopM_Q3ICU8,1,2,4,2,1,457,2021,08/10/2014,"(-13.21, 4.385, 60.784)",2,46,272,734
1,TopM_B6ER81,1,2,4,2,1,486,2021,08/10/2014,"(20.102, 18.557, 33.565)",2,46,272,734
1,TopM_A1JJA0,1,2,4,2,1,485,2021,08/10/2014,"(15.864, 21.502, 34.381)",2,46,272,734
1,TopM_P16641,1,2,7,3,4,655,2021,15/10/2014,"(19.085, 12.692, 5.3)",998,23,55,2971
1,TopM_P0AE05,1,2,7,7,46,537,2021,22/10/2014,"(3.954, 21.111, 13.158)",1676,23,226,2536
1,TopM_P29806,1,2,7,7,46,536,2021,22/10/2014,"(0.221, 24.736, 16.9)",1676,23,226,2536
1,TopM_P0AE04,1,2,7,7,46,545,2021,22/10/2014,"(8.541, 32.151, 25.747)",1676,23,226,2536
1,TopM_Q5UQS6,1,2,7,7,19,600,2021,27/10/2014,"(15.876, 9.793, 36.556)",4012,23,226,550
1,TopM_Q839B2,1,2,4,2,8,489,2021,31/10/2014,"(12.128, 35.827, 5.789)",2351,46,272,2351
1,TopM_Q8K1J6,1,2,7,7,72,548,2021,03/12/2014,"(24.436, 56.923, 72.744)",4534,23,226,619
1,TopM_Q96Q11,1,2,7,7,72,604,2021,03/12/2014,"(32.819, 60.685, 63.076)",4534,23,226,619
1,TopM_Q05961,1,2,7,7,84,554,2021,05/12/2014,"(-13.444, -19.361, 42.347)",3438,23,226,1546
1,TopM_Q664V8,1,2,7,7,87,482,2021,06/12/2014,"(27.618, -19.888, -11.932)",472,23,226,495
1,TopM_B1JJI2,1,2,7,7,87,476,2021,06/12/2014,"(9.556, -17.494, -16.501)",472,23,226,495
1,TopM_Q9S4D5,1,2,1,1,101,668,2021,09/12/2014,"(1.378, 8.759, 99.109)",3650,50,269,2880
1,TopM_Q49492,1,2,1,1,237,654,2021,09/12/2014,"(25.252, -17.437, 102.808)",3650,50,269,1127
1,TopM_Q52985,1,2,7,8,37,458,2021,16/12/2014,"(-8.915, -10.187, 4.198)",1917,23,100,553
1,TopM_P16686,1,2,7,8,37,483,2021,16/12/2014,"(26.057, 51.669, 6.385)",1917,23,100,553
1,TopM_A1JKQ0,1,2,1,1,200,601,2021,17/12/2014,"(-21.406, -28.769, -4.371)",4232,50,269,1235
1,TopM_Q7CJN8,1,2,1,1,200,576,2021,17/12/2014,"(-28.937, -22.501, -7.402)",4232,50,269,1235
1,TopM_Q1C5G8,1,2,1,1,200,602,2021,17/12/2014,"(-22.964, -28.516, -4.534)",4232,50,269,1235
1,TopM_P56421,1,2,7,7,75,491,2021,18/12/2014,"(11.273, 87.136, 29.024)",2702,23,226,574
1,TopM_B5XRA9,1,2,7,1,180,543,2021,19/12/2014,"(3.799, -28.606, 129.576)",550,23,148,2074
1,TopM_O83774,1,2,7,1,180,438,2021,19/12/2014,"(39.088, 28.402, 16.281)",550,23,148,2074
1,TopM_Q6D0N7,1,2,7,1,219,658,2021,27/12/2014,"(56.457, 59.145, 3.781)",3244,23,148,582
1,TopM_Q0K4F6,1,2,7,1,219,684,2021,27/12/2014,"(46.287, 11.513, 3.999)",3244,23,148,582
1,TopM_Q8ZRS5,1,2,7,1,219,604,2021,27/12/2014,"(64.033, 3.575, 22.77)",3244,23,148,582
1,TopM_P11681,1,2,7,10,2,226,2021,06/01/2015,"(-13.359, -13.781, 6.851)",1801,23,202,2567
1,TopM_Q8SQW6,1,2,7,7,14,484,2021,22/01/2015,"(64.327, 7.222, 51.723)",4618,23,226,1923
1,TopM_P0DMP6,1,2,4,1,306,487,2021,03/02/2015,"(33.058, -0.558, 87.04)",1761,46,193,2972
1,TopM_P0DMP7,1,2,4,1,306,511,2021,03/02/2015,"(37.546, 2.235, 79.969)",1761,46,193,2972
1,TopM_A3UNN4,1,2,4,2,31,568,2021,04/02/2015,"(-19.672, 49.545, 21.636)",296,46,272,809
1,TopM_P17649,1,2,6,1,19,597,2021,06/02/2015,"(29.001, 1.941, 51.558)",3085,37,80,144
1,TopM_Q6CJ86,1,2,6,1,19,610,2021,06/02/2015,"(51.214, 52.764, 104.455)",3085,37,80,144
1,TopM_B0JYW5,1,2,1,1,319,580,2021,10/02/2015,"(32.755, -11.026, 16.089)",453,50,269,1643
1,TopM_Q68EZ3,1,2,1,1,319,575,2021,10/02/2015,"(25.325, -11.797, -0.885)",453,50,269,1643
1,TopM_Q88QT2,1,2,7,7,99,442,2021,16/02/2015,"(-12.665, -36.037, 15.849)",4396,23,226,2055
1,TopM_Q9I5U0,1,2,7,7,99,524,2021,16/02/2015,"(-12.698, -36.283, 10.882)",4396,23,226,2055
1,TopM_A5CX85,1,2,7,7,18,515,2021,19/02/2015,"(-2.647, -5.506, 31.248)",326,23,226,289
1,TopM_Q2GJ68,1,2,7,7,6,226,2021,05/03/2015,"(-84.6, 96.655, 134.298)",4548,23,226,2135
1,TopM_Q9AIU3,1,2,7,7,6,208,2021,05/03/2015,"(-52.823, 141.621, 199.493)",4548,23,226,2135
1,TopM_Q8KWX4,1,2,7,7,6,205,2021,05/03/2015,"(-77.292, 122.036, 192.937)",4548,23,226,2135
1,TopM_Q59918,1,2,5,1,47,434,2021,13/03/2015,"(-8.184, 11.729, -38.722)",3876,54,159,2528
1,TopM_Q82EA6,1,2,7,7,85,361,2021,23/03/2015,"(75.407, 14.736, -8.159)",4603,23,226,170
1,TopM_Q67JP1,1,2,7,7,85,452,2021,23/03/2015,"(15.599, -35.282, 0.021)",4603,23,226,170
1,TopM_Q8LI30,1,2,4,1,25,435,2021,26/03/2015,"(49.918, 4.183, 22.184)",1277,46,193,2676
1,TopM_Q08824,1,2,4,2,30,304,2021,15/04/2015,"(46.599, 51.509, 113.248)",3216,46,272,1109
1,TopM_P08763,1,2,1,1,72,630,2021,15/04/2015,"(58.316, 46.789, 250.732)",1812,50,269,2458
1,TopM_P12364,1,2,1,1,72,651,2021,15/04/2015,"(50.679, 42.121, 239.053)",1812,50,269,2458
1,TopM_P40814,1,2,1,1,72,653,2021,15/04/2015,"(53.618, 52.532, 262.123)",1812,50,269,2458
1,TopM_Q54VQ6,1,2,9,1,2,481,2021,17/04/2015,"(181.389, 112.435, -24.114)",3774,49,165,1675
1,TopM_Q8TXK0,1,2,9,1,2,489,2021,17/04/2015,"(105.843, 86.833, 18.009)",4652,49,165,1675
1,TopM_Q6P6M7,1,2,9,1,2,492,2021,17/04/2015,"(8.948, 66.156, 41.81)",3774,49,165,1675
1,TopM_Q28EN2,1,2,9,1,2,528,2021,17/04/2015,"(11.616, 36.822, 68.768)",3774,49,165,1675
1,TopM_B1WUB0,1,2,7,1,170,574,2021,21/04/2015,"(54.986, 9.959, 103.89)",3497,23,148,2647
1,TopM_P74706,1,2,7,1,170,558,2021,21/04/2015,"(54.061, 12.333, 107.205)",3497,23,148,2647
1,TopM_Q6L741,1,2,6,1,94,495,2021,02/05/2015,"(10.946, 16.306, 15.642)",4126,37,80,930
1,TopM_Q9PJP9,1,2,7,1,24,521,2021,06/05/2015,"(44.897, 42.675, -6.959)",3570,23,148,279
1,TopM_Q9E784,1,2,1,1,48,438,2021,06/05/2015,"(71.137, 43.495, 63.909)",658,50,269,1303
1,TopM_A3EZ54,1,2,7,11,24,435,2021,13/05/2015,"(58.115, 17.538, -41.365)",285,23,75,224
1,TopM_Q9XB60,1,2,3,1,226,512,2021,15/05/2015,"(98.418, -26.737, 152.883)",5459,51,54,2602
1,TopM_C3MKT6,1,2,1,1,63,558,2021,21/05/2015,"(29.416, 34.938, 32.194)",638,50,269,2260
1,TopM_Q8TZ11,1,2,1,1,63,595,2021,21/05/2015,"(23.454, 43.185, -3.01)",4654,50,269,2260
1,TopM_A4YH39,1,2,1,1,63,531,2021,21/05/2015,"(43.408, 26.981, 58.509)",638,50,269,2260
1,TopM_C9RE37,1,2,1,1,63,142,2021,21/05/2015,"(43.954, 33.382, 17.402)",672,50,269,2260
1,TopM_Q9UUK7,1,2,1,2,2,452,2021,22/05/2015,"(47.412, -15.414, -13.123)",3763,50,251,1603
1,TopM_P04161,1,2,1,2,2,407,2021,22/05/2015,"(45.123, -11.08, -14.243)",3763,50,251,1603
1,TopM_Q54I60,1,2,1,2,2,456,2021,22/05/2015,"(20.341, -31.247, -20.451)",3763,50,251,1603
1,TopM_Q9NVV4,1,2,7,7,19,515,2021,26/05/2015,"(28.026, -0.759, -2.083)",5232,23,226,550
1,TopM_Q9D0D3,1,2,7,7,19,531,2021,26/05/2015,"(34.29, -26.906, -47.811)",5232,23,226,550
1,TopM_P04180,1,2,3,1,43,596,2021,04/06/2015,"(-1.097, -6.68, -17.423)",1493,51,54,156
1,TopM_Q08758,1,2,3,1,43,604,2021,04/06/2015,"(20.921, 0.262, -25.764)",1493,51,54,156
1,TopM_P53761,1,2,3,1,43,581,2021,04/06/2015,"(21.54, 0.373, -27.185)",1493,51,54,156
1,TopM_A1A6H3,1,2,7,1,15,600,2021,17/06/2015,"(16.302, -0.107, 77.667)",234,23,148,1454
1,TopM_P29811,1,2,7,1,25,455,2021,30/06/2015,"(16.081, 38.55, 25.279)",2801,23,148,1555
1,TopM_P9WFZ0,1,2,1,1,220,482,2021,01/07/2015,"(11.249, 39.588, -28.34)",5383,50,269,910
1,TopM_P9WFZ1,1,2,1,1,220,485,2021,02/07/2015,"(-20.461, 28.704, -14.205)",5383,50,269,910
1,TopM_Q9BRR6,1,2,7,1,147,482,2021,02/07/2015,"(-0.924, 4.386, 22.344)",4674,23,148,3033
1,TopM_Q8VDL4,1,2,7,1,147,500,2021,02/07/2015,"(-2.967, 3.527, 22.113)",4674,23,148,3033
1,TopM_Q91ID8,1,2,1,1,50,422,2021,06/07/2015,"(-106.452, -20.03, 364.641)",4759,50,269,1123
1,TopM_B2G7Q2,1,2,7,1,50,461,2021,09/07/2015,"(26.489, 6.009, -3.204)",493,23,148,2645
1,TopM_A5VK99,1,2,7,1,50,487,2021,09/07/2015,"(9.513, -52.71, -22.182)",493,23,148,2645
1,TopM_P14324,1,2,5,1,10,652,2021,09/07/2015,"(33.423, -38.253, 21.174)",1578,54,159,2639
1,TopM_P08524,1,2,5,1,10,639,2021,09/07/2015,"(5.801, -26.889, -0.934)",1578,54,159,2639
1,TopM_B8FBS1,1,2,7,8,13,414,2021,15/07/2015,"(18.395, 13.838, 5.812)",629,23,100,1982
1,TopM_A2VE47,1,2,7,1,147,473,2021,15/07/2015,"(-0.018, 2.024, 20.007)",4674,23,148,3033
1,TopM_Q06801,1,2,4,1,25,472,2021,21/07/2015,"(41.187, 13.239, 13.744)",1277,46,193,2676
1,TopM_A0Q2W0,1,2,3,1,222,543,2021,24/07/2015,"(18.801, -14.006, -29.135)",3367,51,54,1739
1,TopM_A6TJX7,1,2,3,1,222,556,2021,24/07/2015,"(20.346, -8.046, -36.529)",3367,51,54,1739
1,TopM_Q187N2,1,2,3,1,222,567,2021,24/07/2015,"(27.956, -8.679, -43.479)",3367,51,54,1739
1,TopM_A0A0A6ZFR4,1,2,4,1,364,548,2021,02/08/2015,"(27.34, -50.816, 21.786)",1008,46,193,1107
1,TopM_A9G8M9,1,2,7,4,32,538,2021,03/08/2015,"(46.933, 5.653, 83.202)",4344,23,213,2896
1,TopM_Q831T1,1,2,7,4,32,457,2021,03/08/2015,"(61.851, -14.596, 94.467)",4344,23,213,2896
1,TopM_Q91IE0,1,2,7,7,48,407,2021,03/08/2015,"(102.721, -41.275, 124.857)",4760,23,226,2170
1,TopM_E6UIS7,1,2,4,1,281,561,2021,13/08/2015,"(24.13, 38.448, 115.075)",757,46,193,267
1,TopM_O27726,1,2,7,8,39,562,2021,18/08/2015,"(-20.798, -12.409, -38.812)",1226,23,100,2905
1,TopM_Q9EQR2,1,2,5,1,26,598,2021,25/08/2015,"(45.754, 38.044, 73.738)",1179,54,159,1880
1,TopM_Q6AZN6,1,2,7,1,137,597,2021,27/08/2015,"(-78.827, 73.636, 12.789)",2669,23,148,2625
1,TopM_P54676,1,2,7,1,137,619,2021,27/08/2015,"(-58.007, 45.612, 45.55)",2669,23,148,2625
1,TopM_O67779,1,2,7,7,7,490,2021,04/09/2015,"(24.567, -53.776, 45.18)",1291,23,226,3010
1,TopM_Q9FUM8,1,2,1,1,10,586,2021,09/09/2015,"(29.142, 9.407, 1.019)",3631,50,269,1884
1,TopM_Q8LAX0,1,2,1,1,10,555,2021,09/09/2015,"(19.344, 30.218, 17.553)",3631,50,269,1884
1,TopM_P56707,1,2,1,1,280,564,2021,09/09/2015,"(34.515, 15.494, 18.088)",3631,50,269,2663
1,TopM_O55721,1,2,4,2,30,557,2021,16/09/2015,"(17.751, 54.784, -28.421)",1216,46,272,1109
1,TopM_P74258,1,2,4,1,213,679,2021,23/09/2015,"(29.186, 110.184, 155.189)",2810,46,193,1543
1,TopM_O65979,1,2,4,1,213,663,2021,23/09/2015,"(28.963, 108.992, 175.294)",2810,46,193,1543
1,TopM_O83824,1,2,5,1,145,318,2021,30/09/2015,"(-25.254, 0.332, -0.911)",559,54,159,349
1,TopM_A7I1M8,1,2,5,1,145,349,2021,30/09/2015,"(-8.604, 16.539, 0.672)",559,54,159,349
1,TopM_O33551,1,2,5,1,145,476,2021,30/09/2015,"(-16.21, 8.797, 2.049)",1126,54,159,349
1,TopM_B6JMH5,1,2,5,1,145,338,2021,30/09/2015,"(-17.879, -1.713, 0.192)",559,54,159,349
1,TopM_Q70GK9,1,2,5,1,63,367,2021,02/10/2015,"(37.421, 6.729, -27.889)",313,54,159,2846
1,TopM_Q2S5A6,1,2,3,1,31,716,2021,07/10/2015,"(-11.715, 87.977, -25.0)",5296,51,54,922
1,TopM_P55911,1,2,5,1,54,222,2021,08/10/2015,"(119.558, -35.216, -31.134)",2694,54,159,996
1,TopM_C3KAD3,1,2,4,2,53,450,2021,03/11/2015,"(-34.815, 41.535, -26.452)",636,46,272,28
1,TopM_Q256D6,1,2,8,1,8,634,2021,23/11/2015,"(-21.327, -4.202, -11.539)",447,78,0,753
1,TopM_B0B8D2,1,2,8,1,8,621,2021,23/11/2015,"(-18.251, -6.028, -11.014)",447,78,0,753
1,TopM_Q821K6,1,2,8,1,8,608,2021,23/11/2015,"(-15.32, -14.978, -8.499)",447,78,0,753
1,TopM_O31611,1,2,7,6,5,479,2021,02/12/2015,"(21.976, -48.033, 81.859)",2393,23,41,951
1,TopM_P9WMB5,1,2,3,1,265,574,2021,02/12/2015,"(45.543, -7.335, 13.937)",3052,51,54,81
1,TopM_P9WMB4,1,2,3,1,265,570,2021,02/12/2015,"(44.84, -8.41, 13.557)",3052,51,54,81
1,TopM_A0QWG5,1,2,3,1,265,556,2021,02/12/2015,"(44.572, -7.323, 16.471)",3052,51,54,81
1,TopM_C8VP37,1,2,4,2,28,549,2021,08/12/2015,"(39.77, 39.526, 55.88)",418,46,272,999
1,TopM_A8P7Y3,1,2,4,2,28,565,2021,08/12/2015,"(43.755, 41.301, 71.783)",418,46,272,999
1,TopM_B9E2A2,1,2,8,1,6,607,2021,17/12/2015,"(111.682, 60.163, 30.58)",327,78,0,1328
1,TopM_A5D4Y6,1,2,8,1,6,612,2021,17/12/2015,"(102.766, 67.47, 30.416)",327,78,0,1328
1,TopM_Q8DL38,1,2,8,1,6,605,2021,17/12/2015,"(108.831, 78.479, 31.833)",4451,78,0,1328
